ingredients,dish
egg ginger onion pepper rice spring_onion,egg_fried_rice
chili_sauce corn rice spring_onion,vegetable_fried_rice
beans carrot garam_masala garlic peas tomato turmeric,mixed_vegetable
chicken ginger kasuri_methi,chicken_curry
aloo chili garam_masala ghee onion spinach,saag_aloo
chickpea garam_masala oil,chana_masala
chili_sauce egg garlic onion rice soy_sauce spring_onion,egg_fried_rice
aloo amchur bread cumin onion tomato,aloo_sandwich
chaat_masala coriander cucumber yogurt,raita
chickpea coriander maida oil onion,chole_bhature
ajwain butter ginger onion paneer wheat_flour,paneer_paratha
aloo butter chili garam_masala ginger wheat_flour,aloo_paratha
butter capsicum chili garlic kasuri_methi paneer,paneer_bhurji
basmati_rice ghee onion turmeric,biryani
ajwain bhindi coriander tomato,bhindi_masala
curry_leaves fish garlic onion,fish_curry
butter chili garlic onion pav potato,pav_bhaji
capsicum chili_sauce egg garlic rice,egg_fried_rice
carrot chaat_masala onion tomato yogurt,raita
baingan chili coriander garlic oil,baingan_bharta
garam_masala lauki onion,lauki_sabzi
butter capsicum chili ginger pav potato tomato,pav_bhaji
chili cumin oil onion poha,poha
butter cream paneer saffron,shahi_paneer
chickpea garam_masala ginger oil onion turmeric,chana_masala
basmati_rice cinnamon oil,vegetable_pulao
bread capsicum cucumber pepper tomato,vegetable_sandwich
almond cardamom milk pistachio rice sugar,kheer
basmati_rice chicken ghee mint rice saffron yogurt,chicken_biryani
aloo amchur garlic gobi kasuri_methi onion tomato,aloo_gobi
bread carrot cucumber pepper tomato,vegetable_sandwich
coriander ginger moong_dal oil onion,moong_dal
aloo amchur bread chaat_masala cheese onion tomato,aloo_sandwich
aloo garam_masala ghee ginger kasuri_methi palak,aloo_palak
butter coriander cumin paneer,paneer_bhurji
basmati_rice chicken garlic ghee ginger rice saffron,chicken_biryani
basmati_rice cardamom coriander garlic ghee ginger,biryani
coriander cream tomato,tomato_soup
chicken garlic tomato turmeric yogurt,chicken_tikka_masala
maggi_noodles masala onion turmeric,maggi
cumin garam_masala garlic paneer tomato,paneer_butter_masala
chili coriander ghee gobi wheat_flour,gobi_paratha
butter ghee methi oil turmeric wheat_flour,methi_paratha
aloo cumin ghee ginger oil spinach,saag_aloo
chili coriander ginger gobi onion wheat_flour,gobi_paratha
basmati_rice chili garam_masala yogurt,biryani
boondi coriander yogurt,raita
basmati_rice chili garlic mint turmeric yogurt,biryani
bread capsicum chili onion pepper tomato,vegetable_sandwich
amchur chickpea coriander ghee maida oil,chole_bhature
coriander cumin ginger lauki oil tomato,lauki_sabzi
chili fish ginger oil tomato,fish_curry
cardamom cashew milk semolina sugar,halwa
egg ginger oil pepper rice spring_onion vinegar,egg_fried_rice
chili garlic moong_dal oil,tarka_dal
beans capsicum carrot garlic ginger peas turmeric,mixed_vegetable
aloo bread butter cheese coriander cumin,aloo_sandwich
baingan coriander oil,baingan_bharta
cumin ginger oil tomato toor_dal turmeric,dal_tadka
chili garlic ginger moong_dal oil,tarka_dal
beans carrot corn garam_masala ghee onion peas,mixed_vegetable
coriander cream onion tomato,tomato_soup
besan chili oil onion potato,pakora
garam_masala matar minced_meat onion turmeric,keema_matar
amchur coriander ghee gobi wheat_flour,gobi_paratha
chili cumin masoor_dal tomato,masoor_dal
basmati_rice chicken oil turmeric yogurt,chicken_pulao
ajwain butter ghee methi turmeric wheat_flour yogurt,methi_paratha
chili fenugreek rice urad_dal,dosa
asafoetida beans cashew semolina,upma
basmati_rice cardamom ginger yogurt,biryani
besan bhindi cumin oil tomato,bhindi_masala
chili egg oil tomato,egg_curry
butter cumin paneer tomato turmeric yogurt,paneer_tikka_masala
aloo chili ghee oil onion spinach,saag_aloo
chili matar oil paneer turmeric,matar_paneer
basmati_rice cinnamon ginger pepper,vegetable_pulao
asafoetida besan chili oil sugar yogurt,dhokla
butter capsicum coriander egg tomato turmeric,anda_bhurji
chili cumin garlic ghee tomato toor_dal,dal_fry
basmati_rice cardamom chicken yogurt,chicken_pulao
aloo coriander garlic ginger matar tomato,aloo_matar
chili_sauce egg onion rice vinegar,egg_fried_rice
butter cumin garlic oil paneer,paneer_bhurji
carrot chili ginger maggi_noodles masala,maggi
cardamom cream garlic paneer,shahi_paneer
coriander cumin ghee moong_dal oil onion,moong_dal
almond milk raisin rice saffron sugar,kheer
baingan garam_masala garlic mustard_oil oil,baingan_bharta
chili coriander onion paneer tomato,paneer_butter_masala
aloo amchur bread butter onion,aloo_sandwich
asafoetida garlic ginger moong_dal tomato turmeric,tarka_dal
boondi coriander onion yogurt,raita
butter capsicum chili egg tomato,anda_bhurji
chili cream onion paneer tomato yogurt,shahi_paneer
bread chaat_masala cucumber pepper tomato,vegetable_sandwich
basmati_rice bay_leaf garam_masala ghee,biryani
beans carrot garam_masala garlic oil peas,mixed_vegetable
cream garam_masala onion paneer saffron,shahi_paneer
cumin garam_masala gobi onion wheat_flour,gobi_paratha
butter chicken cream cumin garam_masala ginger,butter_chicken
basmati_rice cardamom ghee,vegetable_pulao
besan lemon oil turmeric yogurt,dhokla
aloo amchur coriander ginger maida onion,samosa
basmati_rice clove cumin oil onion,vegetable_pulao
basmati_rice cinnamon ghee mutton,mutton_biryani
chili cumin ginger matar minced_meat oil tomato,keema_matar
aloo butter cumin ginger wheat_flour,aloo_paratha
ajwain ghee methi oil wheat_flour yogurt,methi_paratha
beans carrot cumin ginger peas tomato,mixed_vegetable
chili garlic prawn,prawn_masala
bhindi coriander garam_masala onion,bhindi_masala
chickpea chili onion,chana_masala
besan cauliflower oil turmeric,pakora
butter chicken chili ginger tomato yogurt,chicken_tikka_masala
coriander ghee moong_dal,moong_dal
aloo chili ginger methi onion,aloo_methi
aloo chili coriander maida matar oil onion,samosa
anardana chickpea chili maida oil,chole_bhature
butter coriander garam_masala ginger onion paneer wheat_flour,paneer_paratha
cardamom milk raisin rice sugar,kheer
butter chili paneer,paneer_tikka_masala
aloo bhindi garlic ginger turmeric,aloo_bhindi
aloo besan curry_leaves garlic ginger pav turmeric,vada_pav
cashew chicken coriander garam_masala yogurt,korma
aloo amchur bhindi garlic ginger oil turmeric,aloo_bhindi
cream mushroom oil onion turmeric,mushroom_masala
butter coriander cream garlic tomato,tomato_soup
chili coriander garlic ginger moong_dal oil,moong_dal
coriander cumin ginger matar onion paneer,matar_paneer
ajwain amchur butter ginger gobi onion wheat_flour,gobi_paratha
coriander egg garlic turmeric,anda_bhurji
carrot chili cucumber cumin tomato yogurt,raita
butter coriander mushroom oil,mushroom_masala
garam_masala garlic kasuri_methi toor_dal,dal_fry
beans garlic rice soy_sauce spring_onion,vegetable_fried_rice
bay_leaf cardamom garlic mutton oil,mutton_curry
cardamom cream ginger paneer saffron,shahi_paneer
butter coriander tomato,tomato_soup
aloo amchur bread cheese cumin onion tomato,aloo_sandwich
aloo butter chili ginger gobi oil turmeric,aloo_gobi
cardamom garlic mutton onion,mutton_curry
butter coriander cream ginger mushroom,mushroom_masala
cumin egg garam_masala garlic oil tomato,egg_curry
basmati_rice bay_leaf cardamom onion peas,vegetable_pulao
chili oil onion toor_dal,dal_tadka
butter chicken coriander cumin onion tomato yogurt,chicken_tikka_masala
chili garlic ghee tomato toor_dal turmeric,dal_fry
ajwain besan cauliflower paneer spinach,pakora
ajwain aloo chili ginger gobi,aloo_gobi
basmati_rice chicken pepper yogurt,chicken_pulao
basmati_rice bay_leaf carrot ghee oil onion,vegetable_pulao
anardana chickpea garam_masala ghee maida oil onion,chole_bhature
carrot cashew curry_leaves mustard_seeds onion semolina,upma
asafoetida besan ghee oil onion turmeric yogurt,kadhi_pakora
cumin curry_leaves ginger onion prawn,prawn_masala
coriander garam_masala matar oil onion paneer,matar_paneer
chili cumin ghee onion toor_dal,dal_tadka
beans carrot cauliflower chili coriander ghee peas,mixed_vegetable
cashew chicken chili cumin ginger yogurt,korma
ginger kasuri_methi paneer,paneer_tikka_masala
garam_masala ginger oil palak paneer,palak_paneer
basmati_rice cardamom corn ghee,vegetable_pulao
cream ghee ginger palak paneer turmeric,palak_paneer
egg oil onion pepper tomato,omelette
chickpea garam_masala garlic oil onion,chana_masala
amchur besan bhindi garlic ginger,bhindi_masala
coriander garam_masala ginger rajma urad_dal,dal_makhani
coriander cream garlic ginger paneer tomato,paneer_butter_masala
basmati_rice chicken ginger mint rice turmeric,chicken_biryani
chili ghee moong_dal oil onion,moong_dal
ghee masoor_dal oil turmeric,masoor_dal
asafoetida besan sugar yogurt,dhokla
almond cardamom milk semolina sugar,halwa
egg garam_masala tomato,egg_curry
ajwain butter cumin ghee onion paneer wheat_flour,paneer_paratha
cashew mustard_seeds semolina,upma
besan cauliflower oil potato turmeric,pakora
besan cauliflower chili oil,pakora
mushroom onion turmeric,mushroom_masala
coriander garam_masala ghee ginger onion paneer wheat_flour,paneer_paratha
butter cashew chicken chili cream turmeric,butter_chicken
aloo garam_masala ginger maida matar onion,samosa
chicken garam_masala ginger kasuri_methi onion yogurt,chicken_curry
aloo besan bread_crumbs coriander ginger,aloo_tikki
amchur ginger maida moong_dal oil,kachori
coriander mutton oil yogurt,mutton_curry
chicken ginger onion tomato turmeric,chicken_tikka_masala
anardana chickpea chili maida yogurt,chole_bhature
aloo chili garlic ghee onion spinach,saag_aloo
onion poha potato turmeric,poha
garlic matar minced_meat oil tomato turmeric,keema_matar
cumin garlic ginger moong_dal,moong_dal
bay_leaf garam_masala ghee mutton yogurt,mutton_curry
curry_leaves garlic onion prawn turmeric,prawn_masala
butter garam_masala palak paneer,palak_paneer
cumin garlic onion prawn,prawn_masala
basmati_rice capsicum cardamom ghee onion yogurt,vegetable_biryani
kasuri_methi lauki onion tomato,lauki_sabzi
aloo bhindi coriander cumin ginger,aloo_bhindi
besan curry_leaves ghee turmeric yogurt,kadhi_pakora
butter chili cumin methi oil wheat_flour,methi_paratha
chicken cumin garlic onion,korma
basmati_rice ghee saffron,biryani
fish garlic mustard_seeds oil,fish_curry
cumin ginger moong_dal,tarka_dal
ginger kasuri_methi lauki,lauki_sabzi
aloo besan garlic pav turmeric,vada_pav
coriander paneer yogurt,paneer_tikka_masala
butter capsicum onion pav potato turmeric,pav_bhaji
aloo bread butter chaat_masala chili onion,aloo_sandwich
cardamom coriander cream garlic ginger paneer,shahi_paneer
butter cream cumin rajma urad_dal,dal_makhani
chili ginger moong_dal mustard_seeds tomato,tarka_dal
chili ginger kasuri_methi mushroom onion,mushroom_masala
aloo besan chili ginger oil onion,aloo_tikki
butter capsicum maggi_noodles masala tomato turmeric,maggi
chili corn ginger maggi_noodles masala,maggi
chili cream garam_masala ginger paneer tomato,paneer_butter_masala
basmati_rice chicken ginger oil onion pepper,chicken_pulao
aloo amchur cumin garlic ginger matar,aloo_matar
coriander ginger lauki tomato turmeric,lauki_sabzi
cardamom ghee semolina sugar,halwa
garlic ginger mustard_seeds onion toor_dal,dal_tadka
cumin egg ginger,anda_bhurji
amchur baingan mustard_oil oil onion turmeric,baingan_bharta
chili maggi_noodles masala onion,maggi
cumin garam_masala ghee ginger onion paneer wheat_flour,paneer_paratha
basmati_rice chicken cumin garam_masala onion rice,chicken_biryani
basmati_rice chicken clove coriander garlic ghee rice,chicken_biryani
butter chicken coriander ginger,chicken_curry
carrot chili_sauce egg oil rice vinegar,egg_fried_rice
cream cumin garam_masala paneer,paneer_tikka_masala
butter chicken cream garam_masala garlic ginger,butter_chicken
capsicum corn pepper rice vinegar,vegetable_fried_rice
egg oil onion pepper,omelette
basmati_rice ghee onion saffron,biryani
chickpea chili cumin garlic ginger maida yogurt,chole_bhature
curry_leaves fish onion turmeric,fish_curry
chili_sauce oil onion pepper rice spring_onion,vegetable_fried_rice
asafoetida garlic ghee onion toor_dal,dal_tadka
butter chicken coriander cream ginger kasuri_methi,butter_chicken
garam_masala garlic ginger moong_dal rice,khichdi
cumin garlic ginger mustard_seeds toor_dal,dal_tadka
basmati_rice bay_leaf capsicum cumin ghee onion,vegetable_pulao
basmati_rice coriander cumin garlic yogurt,vegetable_biryani
cream cumin garlic rajma tomato urad_dal,dal_makhani
basmati_rice cinnamon clove mint mutton onion yogurt,mutton_biryani
chili cumin egg onion tomato,egg_curry
cashew coriander ginger kasuri_methi paneer tomato,paneer_butter_masala
garlic ghee kasuri_methi toor_dal turmeric,dal_tadka
coriander lauki oil tomato,lauki_sabzi
basmati_rice cardamom chicken cumin onion,chicken_pulao
cumin garlic matar minced_meat,keema_matar
curry_leaves fish onion,fish_curry
chili cumin garlic ghee toor_dal,dal_fry
besan curry_leaves oil sugar yogurt,dhokla
chicken cumin ghee onion yogurt,korma
chili onion pepper tomato,tomato_soup
coriander garam_masala ginger onion prawn,prawn_masala
garam_masala ginger kasuri_methi mushroom onion,mushroom_masala
butter capsicum coriander egg,omelette
boondi carrot chaat_masala tomato yogurt,raita
egg garlic ginger onion pepper rice,egg_fried_rice
chickpea coriander garam_masala ginger maida oil,chole_bhature
chicken cumin garam_masala ginger onion yogurt,korma
garam_masala lauki onion tomato,lauki_sabzi
aloo coriander cumin methi oil,aloo_methi
beans capsicum carrot coriander ginger peas,mixed_vegetable
asafoetida besan ghee ginger onion yogurt,kadhi_pakora
aloo cumin ghee ginger gobi oil,aloo_gobi
ajwain butter methi wheat_flour yogurt,methi_paratha
beans carrot coriander corn garam_masala ginger peas,mixed_vegetable
garam_masala garlic ginger moong_dal rice turmeric,khichdi
aloo butter coriander gobi,aloo_gobi
basmati_rice cauliflower garlic onion turmeric,vegetable_biryani
cumin onion poha,poha
amchur ghee gobi wheat_flour,gobi_paratha
besan curry_leaves ginger oil yogurt,kadhi_pakora
aloo chili ghee spinach,saag_aloo
garam_masala ghee ginger gobi wheat_flour,gobi_paratha
capsicum egg onion tomato turmeric,omelette
aloo asafoetida garlic ginger yogurt,dahi_aloo
chana_masala_powder chickpea coriander tomato,chana_masala
butter chicken chili garam_masala tomato yogurt,chicken_tikka_masala
aloo ghee ginger gobi oil turmeric,aloo_gobi
chicken chili pepper tomato yogurt,chicken_curry
cumin ghee mutton,mutton_curry
basmati_rice cardamom chicken clove garlic ginger,chicken_pulao
asafoetida besan cumin ghee oil onion yogurt,kadhi_pakora
aloo besan chili garlic ginger mustard_seeds pav,vada_pav
boondi coriander cumin yogurt,raita
chili coriander ghee matar oil paneer,matar_paneer
cumin garam_masala mushroom tomato,mushroom_masala
aloo coriander onion palak turmeric,aloo_palak
amchur butter ghee gobi onion wheat_flour,gobi_paratha
cumin oil onion poha potato turmeric,poha
garlic onion rice vinegar,vegetable_fried_rice
basmati_rice cinnamon coriander ginger mint mutton yogurt,mutton_biryani
chaat_masala coriander cucumber onion yogurt,raita
oil peanut poha turmeric,poha
asafoetida ginger moong_dal,moong_dal
aloo amchur cumin ginger matar tomato,aloo_matar
chili garam_masala ginger prawn,prawn_masala
aloo amchur cumin ghee onion wheat_flour,aloo_paratha
chili coriander garlic mushroom,mushroom_masala
aloo amchur coriander ginger maida matar oil,samosa
butter chicken coriander cumin oil onion,chicken_curry
bread butter chaat_masala cucumber onion,vegetable_sandwich
bhindi coriander cumin ginger oil,bhindi_masala
ajwain amchur bhindi ginger oil,bhindi_masala
egg garam_masala ginger oil tomato turmeric,egg_curry
